Unnamed: 0,name,business_status,geometry/location/lat,geometry/location/lng,vicinity,place_id,skills,team_size,availability,open_status_throughout_week,open_day,open_hour_monday_start,open_hour_monday_end,open_hour_tuesday_start,open_hour_tuesday_end,open_hour_wednesday_start,open_hour_wednesday_end,open_hour_thursday_start,open_hour_thursday_end,open_hour_friday_start,open_hour_friday_end,open_hour_saturday_start,open_hour_saturday_end,open_hour_sunday_start,open_hour_sunday_end
209,Freiwillige Feuerwehr,OPERATIONAL,49.5841558,7.115373399999999,"Von-Boch-Straße 6, Nohfelden",ChIJsZAqEKaTlUcR4kuM1717FGc,['emergency medical'],7,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Monday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
210,Freiwillige Feuerwehr,OPERATIONAL,49.60921039999999,6.9696066,"Ringstraße 22, Nonnweiler",ChIJfZwXWoGalUcRC_zS1Ebna_o,"['emergency medical', 'technical rescue', 'firefighting']",3,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Thursday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,14:00,23:59,00:00,23:59,00:00,00:00
211,Feuerwehr Saarlouis - Löschbezirk Ost,OPERATIONAL,49.3334118,6.763802399999999,"Kurt-Schumacher-Allee 105, Saarlouis",ChIJtT9PmymmlUcR7Qbf3d2PSLQ,"['hazardous materials', 'emergency medical', 'technical rescue']",7,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Saturday,13:00,23:59,00:00,23:00,00:00,00:00,19:00,23:00,00:00,23:59,22:00,23:59,06:00,21:00
212,Feuerwehr Spiesen-Elversberg Gerätehaus,OPERATIONAL,49.3132095,7.147734600000001,"Paulstraße 5, Spiesen-Elversberg",ChIJmxozbd3HlUcRQndkF2Dz3Uo,['hazardous materials'],9,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Thursday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
213,Freiwillige Feuerwehr Löschbezirk Spiesen,OPERATIONAL,49.3133394,7.1483694,"Paulstraße 7A, Spiesen-Elversberg",ChIJ7SYCTdHHlUcRiNnlxEmLh_g,['emergency medical'],1,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Tuesday,01:00,23:00,00:00,03:00,00:00,08:00,15:00,23:59,19:00,23:59,00:00,23:59,05:00,00:00
214,Freiwillige Feuerwehr Heiligenwald,OPERATIONAL,49.3576657,7.0960129,"Am Petinger Platz 1, Schiffweiler",ChIJ8WALpsq5lUcRzUTqmdIOY6E,"['hazardous materials', 'firefighting', 'technical rescue', 'emergency medical']",5,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Sunday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
215,Freiwillige Feuerwehr Landsweiler-Reden,OPERATIONAL,49.35741549999999,7.1331718,"Prinzstraße 20, Schiffweiler",ChIJC_1zWXDHlUcR7Z2OUnpiUHo,['technical rescue'],9,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Thursday,11:00,10:00,03:00,22:00,00:00,23:59,00:00,23:59,13:00,23:59,15:00,19:00,00:00,00:00
216,Freiwillige Feuerwehr Schiffweiler,OPERATIONAL,49.372375,7.1283729,"Greifenburger Platz 1, Schiffweiler",ChIJTw5z4VzHlUcRenzTArmiHQI,"['hazardous materials', 'firefighting', 'emergency medical', 'technical rescue']",6,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Saturday,00:00,00:00,04:00,23:59,07:00,23:59,00:00,23:59,10:00,22:00,00:00,21:00,03:00,22:00
217,"Feuerwehr Merchweiler, Lbz. Wemmetsweiler",OPERATIONAL,49.36998579999999,7.087626999999999,"Heinrichstraße 3, Merchweiler",ChIJaRJTTuq4lUcR9TXAbD246sQ,"['emergency medical', 'technical rescue', 'firefighting']",8,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Thursday,18:00,18:00,10:00,16:00,00:00,21:00,13:00,23:59,00:00,23:59,15:00,00:00,21:00,23:00
218,LBZ Marpingen,OPERATIONAL,49.4539197,7.0630264,"Auf Gottrod 9, Marpingen",ChIJOTgVIkC-lUcRshBxnIsn6JI,"['technical rescue', 'hazardous materials', 'firefighting']",1,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Sunday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
219,Feuerwehr St. Wendel - Lbz. Oberlinxweiler,OPERATIONAL,49.45404860000001,7.146402999999999,"Am Flur 14, St. Wendel",ChIJT6U5PwzAlUcRNLb8iZdh-Fk,['technical rescue'],6,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Sunday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
220,Feuerwehr St. Wendel - Lbz. Niederlinxweiler,OPERATIONAL,49.4307946,7.159380199999999,"Ottweilerstraße 16, St. Wendel",ChIJDWDlBCSVlUcRNsRNhGYjFp0,"['firefighting', 'technical rescue']",2,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Wednesday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
221,Freiwillige Feuerwehr St.Wendel - LBZ Remmesweiler,OPERATIONAL,49.4408353,7.1272851,"Zum Kappelteich 9, St. Wendel",ChIJx1HXuAm_lUcRlGO_PrFtBeM,"['emergency medical', 'technical rescue']",7,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Thursday,21:00,19:00,14:00,23:59,23:00,23:59,00:00,18:00,18:00,00:00,16:00,20:00,00:00,00:00
222,Gerätehaus FFW Fürth,OPERATIONAL,49.4203503,7.241104,"Auf d. Steige 11, Ottweiler",ChIJV2pMRNLDlUcRG8hEB65SJRY,"['technical rescue', 'emergency medical', 'firefighting', 'hazardous materials']",2,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Tuesday,01:00,23:59,00:00,21:00,22:00,19:00,00:00,23:00,11:00,23:59,19:00,00:00,00:00,23:00
223,Freiwillige Feuerwehr Dillingen/Saar,OPERATIONAL,49.3702907,6.7632008,"Richard-Wagner-Straße, Dillingen/Saar",ChIJE1RN3AanlUcRpYIF_l0-dxU,['technical rescue'],9,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Wednesday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
224,Feuerwehr Münchwies,OPERATIONAL,49.3945487,7.2462228,"Turmstraße 5-7, Neunkirchen",ChIJCS7sU_nDlUcRRWAGKRTaksM,['hazardous materials'],6,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Thursday,00:00,23:59,00:00,00:00,00:00,23:59,12:00,23:59,00:00,18:00,00:00,23:00,00:00,23:59
225,Feuerwache Neunkirchen,OPERATIONAL,49.34556540000001,7.185192799999999,"Friedensstraße 11, Neunkirchen",ChIJI3EgiV_GlUcRhfvl7zFATyY,['technical rescue'],3,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Monday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
226,Feuerwehr Furpach,OPERATIONAL,49.3240995,7.213253499999999,"Volkerstal 36, Neunkirchen",ChIJhZY97t3FlUcRU8TL-ml9OoE,['technical rescue'],3,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Wednesday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
227,FFW Neunkirchen-Ludwigsthal,OPERATIONAL,49.3283468,7.223007399999999,"Im Stillen Winkel 10, Neunkirchen",ChIJ7bpqfMTFlUcR2BPo32le5rk,"['emergency medical', 'technical rescue', 'firefighting', 'hazardous materials']",6,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Sunday,00:00,21:00,00:00,22:00,15:00,22:00,00:00,22:00,09:00,16:00,00:00,14:00,00:00,23:59
228,Heinz Kurzhals,OPERATIONAL,49.34967289999999,7.2466097,"An d. Grubenbahn 10, Bexbach",ChIJdabNp0_ElUcRzFO9NAZGgNw,['firefighting'],7,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Thursday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
229,Freiwillige Feuerwehr Lebach - Löschbezirk 1 Lebach,OPERATIONAL,49.40591740000001,6.8954328,"Dillinger Str. 110, Lebach",ChIJ05b7vGGjlUcRbLbL3bcDHzg,"['emergency medical', 'firefighting']",6,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Tuesday,16:00,23:59,18:00,23:59,00:00,23:59,00:00,23:00,00:00,23:59,00:00,22:00,00:00,23:59
230,Feuerwehr Rehlingen,OPERATIONAL,49.3766052,6.685358399999999,Rehlingen-Siersburg,ChIJy5GGQ7MJlUcRF1h20o6FT0k,['hazardous materials'],8,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Tuesday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
231,Freiwillige Feuerwehr Siersburg,OPERATIONAL,49.3618809,6.6591667,"Hauptstraße 80A, Rehlingen-Siersburg",ChIJX1_PhPoIlUcRKTPkG1VaDug,['emergency medical'],4,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Tuesday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
232,Freiwillige Feuerwehr Hemmersdorf,OPERATIONAL,49.3553432,6.6146557,"Niedaltdorfer Str. 12, Rehlingen-Siersburg",ChIJGz03HrMIlUcRS1pMb2qPMSg,"['emergency medical', 'technical rescue', 'hazardous materials', 'firefighting']",9,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Wednesday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
233,Freiwillige Feuerwehr,OPERATIONAL,49.3755823,6.5947407,"Kreuzstraße 5a, Rehlingen-Siersburg",ChIJGVxIKiIPlUcRwHquy6CSlnQ,['hazardous materials'],9,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Wednesday,00:00,23:59,00:00,23:59,02:00,04:00,00:00,21:00,00:00,09:00,08:00,23:59,12:00,23:59
234,Feuerwehr Homburg,OPERATIONAL,49.3302981,7.335680999999999,"Am Hochrech 3, Homburg",ChIJQeUeO-falUcRH7i4hvHaBUE,"['hazardous materials', 'technical rescue', 'emergency medical']",10,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Monday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
235,Freiwillige Feuerwehr Rathaus,OPERATIONAL,49.30157,6.76106,"Großstraße 54, Saarlouis",ChIJsWoVO_ColUcRK56iaHKYwDQ,['technical rescue'],4,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Sunday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
236,Feuerwehr Saarlouis,OPERATIONAL,49.312192,6.7560211,"Lisdorfer Str. 19, Saarlouis",ChIJAU1SEIuolUcRdlHIfQ5ZtxM,"['technical rescue', 'firefighting']",2,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Tuesday,12:00,13:00,18:00,23:59,00:00,23:00,04:00,23:59,00:00,18:00,04:00,04:00,00:00,23:59
237,Förderverein der Feuerwehr Saarlous West e.V.,OPERATIONAL,49.3037988,6.7242709,"Sportplatzstraße 149, Saarlouis",ChIJYx_zbDiolUcRBAUGaVWCfPk,['technical rescue'],8,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Friday,00:00,00:00,00:00,14:00,04:00,23:59,23:00,23:00,00:00,00:00,16:00,20:00,13:00,17:00
238,Freiwillige Feuerwehr Ensdorf,OPERATIONAL,49.3084037,6.775767699999999,"Saarlouiser Str. 6, Ensdorf",ChIJ7XaKpuqolUcR2RYX-O7CpQI,"['firefighting', 'hazardous materials', 'technical rescue']",9,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Monday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
239,Freiwillige Feuerwehr Saarwelligen Lbz. Reisbach,OPERATIONAL,49.3613674,6.8787204,"Kirchenstraße 73, Saarwellingen",ChIJO3C2_ByllUcRcef418QsLVw,"['firefighting', 'hazardous materials', 'technical rescue']",8,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Sunday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
240,Freiwillige Feuerwehr Bilsdorf,OPERATIONAL,49.3830295,6.823396199999999,"Friedhofstraße 11, Nalbach",ChIJMW8ti52mlUcRZLviPRlVnZw,['hazardous materials'],1,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Saturday,00:00,21:00,13:00,14:00,17:00,00:00,01:00,17:00,00:00,16:00,17:00,21:00,02:00,00:00
241,Feuerwehr Nalbach,OPERATIONAL,49.3772683,6.788543199999999,"An d. Feuerwache, Nalbach",ChIJXYNZrNGnlUcRITEc0ur_vbs,['emergency medical'],7,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Tuesday,00:00,23:59,00:00,18:00,00:00,12:00,00:00,23:00,06:00,00:00,09:00,23:59,00:00,23:59
242,Freiwillige Feuerwehr Piesbach,OPERATIONAL,49.3895859,6.8061034,"Kirchenstraße, Nalbach",ChIJC19xlb2mlUcRfMK6SFFv-30,"['hazardous materials', 'technical rescue']",3,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Thursday,08:00,23:00,00:00,23:59,11:00,00:00,00:00,23:00,13:00,19:00,14:00,18:00,10:00,08:00
243,Feuerwehr Wallerfangen Löschgruppe Gisingen,OPERATIONAL,49.33278660000001,6.654707999999999,"Zum Scheidberg 12, Wallerfangen",ChIJxQ2g21EHlUcRTzRUGtF0Noc,"['hazardous materials', 'technical rescue', 'emergency medical', 'firefighting']",8,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Monday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
244,Freiwillige Feuerwehr Elm,OPERATIONAL,49.2924227,6.8349601,"Grubenstraße 1A, Schwalbach",ChIJiw9mzgSvlUcRSjJXcLCx4fQ,"['technical rescue', 'emergency medical', 'firefighting']",1,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Friday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
245,Schützengilde Schmelz e.V.,OPERATIONAL,49.41700720000001,6.839715,"Auf d. Klaus 8, Schmelz",ChIJsfgKqPqjlUcRTj6VM-G1v5c,"['hazardous materials', 'firefighting']",5,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Thursday,00:00,10:00,00:00,23:59,13:00,23:59,10:00,23:59,08:00,23:59,00:00,22:00,14:00,23:59
246,Freiwillige Feuerwehr Hüttersdorf,OPERATIONAL,49.4237002,6.8438159,"Berliner Str. 26, Schmelz",ChIJ8TDp3uijlUcR9S5qFKQQ2Dk,['emergency medical'],1,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Tuesday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
247,Freiwillige Feuerwehr LBZ Schmelz,OPERATIONAL,49.4353126,6.8434268,"Zur Primshalle 2, Schmelz",ChIJeao_psqjlUcR7hj-KMf-ggc,['hazardous materials'],9,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Saturday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
248,Freiwillige Feuerwehr Schwarzenholz,OPERATIONAL,49.3345815,6.8634371,"Dorfstraße 20, Saarwellingen",ChIJlZz6F3mllUcRF2edXuuGg3o,['technical rescue'],4,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Tuesday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
249,Freiwillige Feuerwehr Differten,OPERATIONAL,49.242098,6.7789718,"Denkmalstraße, Wadgassen",ChIJAd99ibyulUcRYWLQ5QZhwVA,"['technical rescue', 'emergency medical']",7,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Sunday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
250,Freiwillige Feuerwehr Schwalbach,OPERATIONAL,49.2964035,6.8109626,"St.-Florian-Straße, Schwalbach",ChIJPwO3WSWvlUcRQlitWaxdvzk,"['technical rescue', 'emergency medical']",10,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Saturday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
251,Freiwillige Feuerwehr Huelzweiler,OPERATIONAL,49.3181715,6.814498299999999,"Kindergartenweg 31, Schwalbach",ChIJ83UKP1CvlUcRllKAuAZazHY,"['emergency medical', 'technical rescue']",9,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Wednesday,00:00,10:00,00:00,23:59,18:00,00:00,00:00,23:59,20:00,19:00,05:00,23:59,00:00,23:59
252,"FFW Überherrn, Löschbezirk 3 Berus",OPERATIONAL,49.2642839,6.694011799999999,"Ittersdorfer Str. 2, Überherrn",ChIJ9W5HIOOplUcRWhwd-RK-M5U,['emergency medical'],6,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Saturday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
253,Feuerwehr Bous,OPERATIONAL,49.282125,6.7953123,"Zur Schafbrücke 15, Bous",ChIJd8-MUNOulUcRwFj3lbXztuY,"['emergency medical', 'technical rescue', 'firefighting']",2,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Tuesday,19:00,13:00,07:00,23:00,08:00,23:59,00:00,23:59,00:00,15:00,05:00,23:59,21:00,13:00
254,Freiwillige Feuerwehr Ensdorf,OPERATIONAL,49.3088172,6.7785569,"Provinzialstraße 101A, Ensdorf",ChIJBZ9A0sColUcR2AWt8E8TNrQ,"['firefighting', 'emergency medical']",9,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Tuesday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
255,Freunde historischer Fahrzeuge und Technik Saarlouis e.V.,OPERATIONAL,49.323453,6.7651998,"Am Alten Eisenwerk, Saarlouis",ChIJGx7I7oSolUcRBxWWr9fwvlI,"['hazardous materials', 'firefighting', 'emergency medical', 'technical rescue']",1,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Saturday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
256,Sapeurs Pompiers de Spicheren,OPERATIONAL,49.1908085,6.9653756,"Place de la Charente, Spicheren",ChIJOxJRhqizlUcREjNSFUzuHsA,"['firefighting', 'hazardous materials']",6,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Saturday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
257,Freiwillige Feuerwehr LBZ Dorf im Bohnental,OPERATIONAL,49.4855356,6.9161904,"Mühlenbergstraße 3, Schmelz",ChIJSe8hdnWYlUcR1V48cXZOXo8,"['hazardous materials', 'firefighting']",8,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Tuesday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
258,Freiwillige Feuerwehr Michelbach,OPERATIONAL,49.4656471,6.833008899999999,"Zum Lückner 18, Schmelz",ChIJf0flXYqhlUcRABn24B12tyI,"['technical rescue', 'emergency medical', 'hazardous materials', 'firefighting']",3,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Sunday,05:00,23:59,00:00,22:00,03:00,23:59,00:00,00:00,02:00,23:59,20:00,16:00,08:00,22:00
259,Sapeurs Pompiers,OPERATIONAL,49.25248389999999,6.6666019,"Pl. du Château, Merten",ChIJ942R-rQAlUcRMAmTF8BLJAw,"['technical rescue', 'firefighting', 'emergency medical']",9,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Thursday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
260,Feuerwehr Wallerfangen,OPERATIONAL,49.3284198,6.706709099999999,"Sportplatzstraße, Wallerfangen",ChIJRweGGQKolUcRva2GCbG48vY,"['hazardous materials', 'firefighting']",6,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Thursday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
261,Bexbach,OPERATIONAL,49.3502077,7.251089,"Wellesweilerstraße 5, Bexbach",ChIJ7yu2PFDElUcRbJeTyCZX5yI,"['emergency medical', 'technical rescue', 'firefighting']",3,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Saturday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
